CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
12582.0,239,2,511.3599999999999,1,2,2,122,5,Needs Attention
12583.0,3,15,7281.379999999999,4,4,4,444,12,Champions
12584.0,4,9,2338.1500000000005,4,4,4,444,12,Champions
12585.0,234,2,2040.0999999999997,1,2,4,124,7,Potential Loyalists
12586.0,17,1,196.94000000000003,4,1,1,411,6,Potential Loyalists
12587.0,8,1,144.0,4,1,1,411,6,Potential Loyalists
12588.0,39,1,214.89999999999998,3,1,1,311,5,Needs Attention
12589.0,29,2,646.6800000000001,3,2,2,322,7,Potential Loyalists
12590.0,211,2,9864.26,1,2,4,124,7,Potential Loyalists
12591.0,317,1,452.84999999999997,1,1,2,112,4,Needs Attention
12592.0,92,2,437.6,2,2,2,222,6,Potential Loyalists
12593.0,109,3,418.0999999999999,2,3,2,232,7,Potential Loyalists
12594.0,38,10,3338.2200000000003,3,4,4,344,11,Champions
12596.0,51,2,618.27,3,2,2,322,7,Potential Loyalists
12597.0,19,4,3811.2199999999993,4,3,4,434,11,Champions
12598.0,10,8,3023.08,4,4,4,444,12,Champions
12599.0,29,7,1032.5800000000004,3,4,3,343,10,Champions
12600.0,29,10,2599.04,3,4,4,344,11,Champions
12601.0,190,5,577.0600000000001,1,4,2,142,7,Potential Loyalists
12602.0,59,1,153.12,2,1,1,211,4,Needs Attention
12603.0,22,1,739.1999999999999,3,1,3,313,7,Potential Loyalists
12604.0,79,2,254.17999999999998,2,2,1,221,5,Needs Attention
12607.0,60,1,1579.51,2,1,3,213,6,Potential Loyalists
12609.0,78,3,1126.8500000000001,2,3,3,233,8,Loyal customers
12610.0,23,5,2099.54,3,4,4,344,11,Champions
12611.0,52,1,1193.32,2,1,3,213,6,Potential Loyalists
12612.0,74,1,704.04,2,1,3,213,6,Potential Loyalists
12613.0,57,5,3344.38,2,4,4,244,10,Champions
12614.0,278,1,315.59999999999997,1,1,2,112,4,Needs Attention
12615.0,2,4,2291.1899999999996,4,3,4,434,11,Champions
12616.0,95,2,713.3,2,2,3,223,7,Potential Loyalists
12617.0,29,1,355.53000000000003,3,1,2,312,6,Potential Loyalists
12618.0,22,1,177.31,3,1,1,311,5,Needs Attention
12619.0,16,9,3641.24,4,4,4,444,12,Champions
12620.0,15,3,1339.41,4,3,3,433,10,Champions
12621.0,2,20,13689.67,4,4,4,444,12,Champions
12622.0,232,1,180.09999999999997,1,1,1,111,3,At Risk
12623.0,276,1,305.1,1,1,1,111,3,At Risk
12624.0,106,2,641.13,2,2,2,222,6,Potential Loyalists
12625.0,212,2,2683.82,1,2,4,124,7,Potential Loyalists
12626.0,23,9,6620.48,3,4,4,344,11,Champions
12627.0,11,7,4478.530000000001,4,4,4,444,12,Champions
12628.0,4,3,786.4599999999999,4,3,3,433,10,Champions
12630.0,10,2,1270.88,4,2,3,423,9,Loyal customers
12631.0,57,1,640.5,2,1,2,212,5,Needs Attention
12633.0,59,4,2163.98,2,3,4,234,9,Loyal customers
12635.0,90,2,1689.1800000000003,2,2,4,224,8,Loyal customers
12637.0,67,8,6021.9,2,4,4,244,10,Champions
12638.0,33,1,671.69,3,1,3,313,7,Potential Loyalists
12639.0,239,1,486.1,1,1,2,112,4,Needs Attention
12640.0,24,3,1174.58,3,3,3,333,9,Loyal customers
12641.0,115,1,185.9,2,1,1,211,4,Needs Attention
12642.0,25,3,1013.26,3,3,3,333,9,Loyal customers
12643.0,128,6,3344.6399999999994,2,4,4,244,10,Champions
12644.0,130,1,477.90999999999997,2,1,2,212,5,Needs Attention
12645.0,34,4,1775.1800000000003,3,3,4,334,10,Champions
12646.0,5,2,1346.97,4,2,3,423,9,Loyal customers
12647.0,22,12,3722.82,3,4,4,344,11,Champions
12648.0,155,1,318.04999999999995,1,1,2,112,4,Needs Attention
12649.0,107,3,623.51,2,3,2,232,7,Potential Loyalists
12650.0,3,1,314.44,4,1,2,412,7,Potential Loyalists
12651.0,335,1,114.0,1,1,1,111,3,At Risk
12652.0,331,1,919.98,1,1,3,113,5,Needs Attention
12653.0,149,2,2209.85,1,2,4,124,7,Potential Loyalists
12654.0,11,5,601.9799999999999,4,4,2,442,10,Champions
12656.0,17,5,4051.17,4,4,4,444,12,Champions
12657.0,11,4,1643.18,4,3,4,434,11,Champions
12658.0,19,1,686.05,4,1,3,413,8,Loyal customers
12659.0,30,1,91.68,3,1,1,311,5,Needs Attention
12660.0,11,1,245.10000000000002,4,1,1,411,6,Potential Loyalists
12662.0,1,11,3849.7799999999997,4,4,4,444,12,Champions
12664.0,8,9,4881.88,4,4,4,444,12,Champions
12665.0,325,1,63.0,1,1,1,111,3,At Risk
12667.0,58,1,620.1300000000001,2,1,2,212,5,Needs Attention
12668.0,12,4,3807.15,4,3,4,434,11,Champions
12669.0,151,3,2744.03,1,3,4,134,8,Loyal customers
12670.0,10,5,2996.0500000000006,4,4,4,444,12,Champions
12672.0,330,1,225.9,1,1,1,111,3,At Risk
12673.0,5,2,610.52,4,2,2,422,8,Loyal customers
12674.0,39,4,1970.6000000000001,3,3,4,334,10,Champions
12676.0,25,6,1331.39,3,4,3,343,10,Champions
12678.0,42,12,17628.46,3,4,4,344,11,Champions
12679.0,59,4,1113.02,2,3,3,233,8,Loyal customers
12680.0,1,4,862.8100000000002,4,3,3,433,10,Champions
12681.0,15,22,13787.54,4,4,4,444,12,Champions
12683.0,4,15,8476.57,4,4,4,444,12,Champions
12684.0,8,7,2283.63,4,4,4,444,12,Champions
12685.0,28,6,2863.08,3,4,4,344,11,Champions
12688.0,114,1,4873.8099999999995,2,1,4,214,7,Potential Loyalists
12689.0,26,2,1247.61,3,2,3,323,8,Loyal customers
12690.0,206,1,389.01,1,1,2,112,4,Needs Attention
12691.0,28,6,1035.8,3,4,3,343,10,Champions
12693.0,127,4,855.91,2,3,3,233,8,Loyal customers
12694.0,70,2,869.67,2,2,3,223,7,Potential Loyalists
12695.0,7,4,582.1,4,3,2,432,9,Loyal customers
12697.0,29,3,957.5899999999999,3,3,3,333,9,Loyal customers
12700.0,8,4,4939.99,4,3,4,434,11,Champions
12701.0,80,2,797.71,2,2,3,223,7,Potential Loyalists
12702.0,20,1,219.0,3,1,1,311,5,Needs Attention
12703.0,71,1,283.55,2,1,1,211,4,Needs Attention
12704.0,7,8,2340.8399999999997,4,4,4,444,12,Champions
12705.0,15,9,6868.290000000001,4,4,4,444,12,Champions
12707.0,292,1,603.42,1,1,2,112,4,Needs Attention
12708.0,30,10,2712.91,3,4,4,344,11,Champions
12709.0,15,15,9736.52,4,4,4,444,12,Champions
12710.0,97,3,1149.0200000000002,2,3,3,233,8,Loyal customers
12712.0,29,13,4396.13,3,4,4,344,11,Champions
12713.0,1,1,848.5500000000001,4,1,3,413,8,Loyal customers
12714.0,9,5,4708.860000000001,4,4,4,444,12,Champions
12715.0,106,1,353.85999999999996,2,1,2,212,5,Needs Attention
12716.0,4,2,1053.4900000000002,4,2,3,423,9,Loyal customers
12717.0,151,2,1030.98,1,2,3,123,6,Potential Loyalists
12718.0,71,1,238.25,2,1,1,211,4,Needs Attention
12719.0,5,2,644.95,4,2,2,422,8,Loyal customers
12721.0,32,6,2656.13,3,4,4,344,11,Champions
12722.0,85,4,997.6300000000001,2,3,3,233,8,Loyal customers
12723.0,4,5,725.07,4,4,3,443,11,Champions
12724.0,5,4,1031.4099999999999,4,3,3,433,10,Champions
12726.0,28,7,2609.1,3,4,4,344,11,Champions
12727.0,11,7,3980.7000000000003,4,4,4,444,12,Champions
12728.0,71,4,836.3299999999999,2,3,3,233,8,Loyal customers
12729.0,114,1,453.01000000000005,2,1,2,212,5,Needs Attention
12731.0,24,12,18895.91,3,4,4,344,11,Champions
12732.0,180,1,236.26000000000005,1,1,1,111,3,At Risk
12733.0,234,1,383.95000000000005,1,1,2,112,4,Needs Attention
12734.0,353,1,110.39999999999999,1,1,1,111,3,At Risk
12735.0,315,2,779.57,1,2,3,123,6,Potential Loyalists
12736.0,333,1,234.00000000000003,1,1,1,111,3,At Risk
12739.0,78,2,1013.0400000000001,2,2,3,223,7,Potential Loyalists
12740.0,64,1,427.59999999999997,2,1,2,212,5,Needs Attention
12743.0,134,2,546.4300000000001,2,2,2,222,6,Potential Loyalists
12747.0,2,11,4196.009999999999,4,4,4,444,12,Champions
12749.0,4,5,4090.88,4,4,4,444,12,Champions
12750.0,129,1,275.88,2,1,1,211,4,Needs Attention
12752.0,81,1,4366.780000000001,2,1,4,214,7,Potential Loyalists
12754.0,236,3,3010.7400000000002,1,3,4,134,8,Loyal customers
12755.0,281,2,3811.9499999999994,1,2,4,124,7,Potential Loyalists
12756.0,87,1,112.08000000000001,2,1,1,211,4,Needs Attention
12757.0,16,13,7857.1,4,4,4,444,12,Champions
12758.0,117,2,2791.59,2,2,4,224,8,Loyal customers
12759.0,52,3,1531.4400000000003,2,3,3,233,8,Loyal customers
12762.0,8,2,1898.5200000000004,4,2,4,424,10,Champions
12763.0,138,2,494.08000000000004,2,2,2,222,6,Potential Loyalists
12764.0,317,1,1693.88,1,1,4,114,6,Potential Loyalists
12766.0,4,7,6989.63,4,4,4,444,12,Champions
12769.0,239,1,1143.6,1,1,3,113,5,Needs Attention
12770.0,211,1,1351.4499999999998,1,1,3,113,5,Needs Attention
12772.0,60,1,892.4700000000001,2,1,3,213,6,Potential Loyalists
12775.0,17,5,1386.0400000000002,4,4,3,443,11,Champions
12778.0,20,6,822.23,3,4,3,343,10,Champions
12779.0,38,8,3981.3599999999997,3,4,4,344,11,Champions
12781.0,64,2,826.74,2,2,3,223,7,Potential Loyalists
12782.0,5,5,2330.9200000000005,4,4,4,444,12,Champions
12783.0,2,6,2225.91,4,4,4,444,12,Champions
12784.0,9,2,574.4200000000001,4,2,2,422,8,Loyal customers
12785.0,364,1,311.95,1,1,2,112,4,Needs Attention
12787.0,10,3,463.65999999999997,4,3,2,432,9,Loyal customers
12789.0,65,1,91.85000000000001,2,1,1,211,4,Needs Attention
12790.0,192,1,324.9200000000001,1,1,2,112,4,Needs Attention
12792.0,257,1,400.53999999999996,1,1,2,112,4,Needs Attention
12793.0,335,2,545.48,1,2,2,122,5,Needs Attention
12794.0,53,2,860.41,2,2,3,223,7,Potential Loyalists
12795.0,19,1,430.48,4,1,2,412,7,Potential Loyalists
12797.0,366,1,254.03,1,1,1,111,3,At Risk
12798.0,10,3,6977.04,4,3,4,434,11,Champions
12802.0,187,1,427.58,1,1,2,112,4,Needs Attention
12808.0,37,3,483.65000000000003,3,3,2,332,8,Loyal customers
12809.0,178,1,489.31,1,1,2,112,4,Needs Attention
12811.0,261,3,514.8499999999999,1,3,2,132,6,Potential Loyalists
12812.0,45,1,229.64,3,1,1,311,5,Needs Attention
12814.0,102,1,125.92,2,1,1,211,4,Needs Attention
12815.0,148,2,1063.46,1,2,3,123,6,Potential Loyalists
12816.0,96,2,572.2,2,2,2,222,6,Potential Loyalists
12817.0,281,1,166.04,1,1,1,111,3,At Risk
12818.0,262,1,1542.08,1,1,3,113,5,Needs Attention
12820.0,3,4,942.34,4,3,3,433,10,Champions
12821.0,214,1,92.72,1,1,1,111,3,At Risk
12822.0,71,2,948.8800000000002,2,2,3,223,7,Potential Loyalists
12823.0,75,5,1759.5,2,4,4,244,10,Champions
12824.0,60,1,397.11999999999995,2,1,2,212,5,Needs Attention
12826.0,3,7,1474.72,4,4,3,443,11,Champions
12827.0,6,3,430.15,4,3,2,432,9,Loyal customers
12828.0,3,6,1018.71,4,4,3,443,11,Champions
12829.0,337,2,293.0,1,2,1,121,4,Needs Attention
12830.0,38,6,6814.640000000001,3,4,4,344,11,Champions
12831.0,262,1,215.05,1,1,1,111,3,At Risk
12832.0,32,2,383.03000000000003,3,2,2,322,7,Potential Loyalists
12833.0,145,1,417.38,1,1,2,112,4,Needs Attention
12834.0,283,1,312.38,1,1,2,112,4,Needs Attention
12836.0,59,4,2612.8599999999997,2,3,4,234,9,Loyal customers
12837.0,173,1,134.1,1,1,1,111,3,At Risk
12838.0,34,2,683.13,3,2,3,323,8,Loyal customers
12839.0,3,14,5591.42,4,4,4,444,12,Champions
12840.0,144,4,2726.77,1,3,4,134,8,Loyal customers
12842.0,70,2,1118.99,2,2,3,223,7,Potential Loyalists
12843.0,66,8,1702.2600000000002,2,4,4,244,10,Champions
12844.0,29,2,325.96,3,2,2,322,7,Potential Loyalists
12845.0,267,4,354.09,1,3,2,132,6,Potential Loyalists
12847.0,22,1,871.5399999999998,3,1,3,313,7,Potential Loyalists
12849.0,31,2,1050.8899999999999,3,2,3,323,8,Loyal customers
12851.0,97,1,135.18,2,1,1,211,4,Needs Attention
12852.0,295,1,311.55,1,1,2,112,4,Needs Attention
12853.0,135,6,1957.1000000000004,2,4,4,244,10,Champions
12854.0,79,3,1324.5000000000002,2,3,3,233,8,Loyal customers
12856.0,8,6,2179.93,4,4,4,444,12,Champions
12857.0,211,2,1106.4,1,2,3,123,6,Potential Loyalists
12863.0,52,1,521.2,2,1,2,212,5,Needs Attention
12864.0,138,1,147.12,2,1,1,211,4,Needs Attention
12865.0,26,2,1568.23,3,2,3,323,8,Loyal customers
12866.0,283,1,559.12,1,1,2,112,4,Needs Attention
12867.0,26,7,4036.82,3,4,4,344,11,Champions
12868.0,186,6,1607.0600000000002,1,4,4,144,9,Loyal customers
12871.0,84,2,380.64000000000004,2,2,2,222,6,Potential Loyalists
12872.0,327,2,599.9700000000001,1,2,2,122,5,Needs Attention
12873.0,282,1,374.0,1,1,2,112,4,Needs Attention
12875.0,143,2,343.2300000000001,1,2,2,122,5,Needs Attention
12876.0,58,2,2218.020000000001,2,2,4,224,8,Loyal customers
12877.0,4,12,1535.7700000000002,4,4,3,443,11,Champions
12878.0,236,2,854.99,1,2,3,123,6,Potential Loyalists
12879.0,45,3,573.22,3,3,2,332,8,Loyal customers
12881.0,276,1,298.0,1,1,1,111,3,At Risk
12882.0,9,2,1463.0399999999997,4,2,3,423,9,Loyal customers
12883.0,25,4,703.47,3,3,3,333,9,Loyal customers
12884.0,88,1,309.05000000000007,2,1,2,212,5,Needs Attention
12885.0,63,3,1175.2199999999998,2,3,3,233,8,Loyal customers
12886.0,68,2,1378.3999999999999,2,2,3,223,7,Potential Loyalists
12888.0,214,2,354.12,1,2,2,122,5,Needs Attention
12890.0,24,1,380.47,3,1,2,312,6,Potential Loyalists
12891.0,186,3,331.0,1,3,2,132,6,Potential Loyalists
12893.0,31,1,188.14000000000001,3,1,1,311,5,Needs Attention
12895.0,42,2,372.8,3,2,2,322,7,Potential Loyalists
12897.0,205,2,216.5,1,2,1,121,4,Needs Attention
12902.0,265,1,138.67999999999998,1,1,1,111,3,At Risk
12904.0,18,2,509.58,4,2,2,422,8,Loyal customers
12906.0,12,5,2919.81,4,4,4,444,12,Champions
12908.0,176,2,750.0,1,2,3,123,6,Potential Loyalists
12909.0,40,5,2178.67,3,4,4,344,11,Champions
12910.0,23,8,3075.0400000000004,3,4,4,344,11,Champions
12912.0,3,5,1662.3,4,4,4,444,12,Champions
12913.0,5,5,2483.6299999999997,4,4,4,444,12,Champions
12915.0,149,2,363.65,1,2,2,122,5,Needs Attention
12916.0,139,4,3006.1499999999996,1,3,4,134,8,Loyal customers
12917.0,128,1,594.0,2,1,2,212,5,Needs Attention
12919.0,8,6,1335.19,4,4,3,443,11,Champions
12920.0,17,1,164.23000000000002,4,1,1,411,6,Potential Loyalists
12922.0,161,1,405.38,1,1,2,112,4,Needs Attention
12923.0,64,1,176.97,2,1,1,211,4,Needs Attention
12924.0,88,4,933.7000000000002,2,3,3,233,8,Loyal customers
12925.0,5,2,694.05,4,2,3,423,9,Loyal customers
12928.0,35,5,2062.7,3,4,4,344,11,Champions
12929.0,312,1,117.85,1,1,1,111,3,At Risk
12930.0,78,2,415.8,2,2,2,222,6,Potential Loyalists
12933.0,24,3,607.53,3,3,2,332,8,Loyal customers
12935.0,2,7,2160.7,4,4,4,444,12,Champions
12936.0,17,4,1063.8999999999999,4,3,3,433,10,Champions
12937.0,15,4,1504.2700000000002,4,3,3,433,10,Champions
